0.275423,0.288403,0.281913,2.507343327685371e+18,1855434062487174,1.931697478956365e+20,1.42945613442771e+17,155135889268646.3
0.288403,0.301995,0.295199,3.127172950757198e+18,2658097008143618,2.300745255118599e+20,1.955633466850809e+17,201258963243106.5
0.301995,0.316228,0.309111,3.410704549052256e+18,2421600229827102,2.396335662932802e+20,1.701398320682289e+17,228037795037776.8
0.316228,0.331131,0.323679,3.578516442604785e+18,2719672496379637,2.401205423474995e+20,1.824916121840996e+17,248246380567896.5
0.331131,0.346737,0.338934,3.744481511230454e+18,2958140393872058,2.399385820345029e+20,1.895514798072573e+17,269184731117246.1
0.346737,0.363078,0.354907,3.965323663397103e+18,2696420091110030,2.426610160575916e+20,1.650094909191623e+17,295040245519177.1
0.363078,0.380189,0.371634,4.130013543382796e+18,2519308261463506,2.413659951716907e+20,1.472332570547313e+17,317665710206313.3
0.380189,0.398107,0.389148,4.156865791525711e+18,2992943369898512,2.319938492870696e+20,1.670355714866901e+17,330123962165331
0.398107,0.416869,0.407488,4.690642167410282e+18,3048917408816684,2.500075774123378e+20,1.625049253180196e+17,384165997131299.4
0.416869,0.436516,0.426693,4.290232934458235e+18,2745749078053271,2.183658031484822e+20,1.397541140150286e+17,361936486972391.4
0.436516,0.457088,0.446802,5.68426329274227e+18,3865299039064744,2.763106792116603e+20,1.87891261863929e+17,493383477650621.9
0.457088,0.47863,0.467859,6.817671476228725e+18,3954249456212660,3.164827535153989e+20,1.835599970389314e+17,608143444328850.4
0.47863,0.501187,0.489909,6.963248183955488e+18,5152803656127061,3.086956680389889e+20,2.284347943488518e+17,637598860533044.1
0.501187,0.524807,0.512997,6.681724641334872e+18,4343121016867666,2.828841931132464e+20,1.838747255236101e+17,627810956220882.8
0.524807,0.5495409999999999,0.537174,7.325445729730362e+18,5420829840000468,2.961690680735176e+20,2.19165110374403e+17,708283346256837.5
0.5495409999999999,0.57544,0.56249,7.765898817445753e+18,6290378042131059,2.998532305280416e+20,2.428811167277137e+17,774433297230379.9
0.57544,0.60256,0.589,7.143240327620878e+18,4928835826058406,2.633938173901501e+20,1.817417339992035e+17,735647533170928.4
0.60256,0.630957,0.616758,6.75967237912091e+18,4528980494011010,2.380417783259115e+20,1.594879914783607e+17,719223879329918.6
0.630957,0.660693,0.645825,7.827899368561762e+18,5792645532735704,2.63246548579559e+20,1.948024459488736e+17,860190299938485.6
0.660693,0.691831,0.676262,8.421712211909968e+18,5726764304098779,2.704641342382288e+20,1.839156112819956e+17,954799587679159.6
0.691831,0.724436,0.708133,8.63694060259259e+18,6132227827840739,2.64896200048845e+20,1.8807630203468e+17,1008617807403208
0.724436,0.758578,0.741507,8.322350099376769e+18,7406891588445324,2.43756959152269e+20,2.169436936455194e+17,998920649880151.6
0.758578,0.794328,0.7764529999999999,8.270375169292284e+18,5127632604961216,2.313391655746089e+20,1.434302826562576e+17,1017618113643578
0.794328,0.8317639999999999,0.813046,7.827738137814179e+18,5714248840604350,2.090965417730045e+20,1.526404754942933e+17,984320919546505.8
0.8317639999999999,0.870964,0.851364,7.522733535409203e+18,5040231468724166,1.919064677400306e+20,1.285773333858205e+17,963389385763465.5
0.870964,0.912011,0.891487,7.456848789010512e+18,4772383224966728,1.816661093139694e+20,1.162663099609404e+17,968752105746626.5
0.912011,0.954993,0.9335020000000001,6.85648411437416e+18,5279492768068103,1.595198947088122e+20,1.228303189257854e+17,899727192345337
0.954993,1,0.977496,7.367526954849527e+18,5672995755234135,1.636973571855383e+20,1.260469650328645e+17,971863971086140.5
1,1.04713,1.02356,7.689783247245885e+18,6305622262741626,1.631611128208339e+20,1.337921125130838e+17,1014948855734087
1.04713,1.09648,1.0718,7.446178244988656e+18,6552636855590017,1.508850708204388e+20,1.327788623219861e+17,982045241642400.2
1.09648,1.14815,1.12232,7.081459636615209e+18,6019240691122927,1.370516670527423e+20,1.164939169948309e+17,932592013341367.5
1.14815,1.20226,1.17521,7.010166331502141e+18,6168946371721885,1.295539887544285e+20,1.140075101038971e+17,921308543579644.1
1.20226,1.25893,1.23059,6.174126275921506e+18,5248007334533280,1.089487608244487e+20,9.260644670078138e+16,809339680429888.6
1.25893,1.31826,1.28859,6.184958050690947e+18,4329470635483663,1.042467225803297e+20,7.297270580623077e+16,808303930291410.2
1.31826,1.38038,1.34932,6.674395970990191e+18,4672077179693133,1.074435925787218e+20,7.521051480510523e+16,869301879854526.6
1.38038,1.44544,1.41291,7.003863675005715e+18,5673129576754629,1.0765237742093e+20,8.719842571095326e+16,908843685196131.2
1.44544,1.51356,1.4795,6.91847000814948e+18,5465591306438090,1.015629772188709e+20,8.0234752002908e+16,894253954162663.2
1.51356,1.58489,1.54923,6.379373017594671e+18,6060404366714938,8.943464205235778e+19,8.496290994973989e+16,821238820073128.6
1.58489,1.65959,1.62224,5.932822476152506e+18,4805586205683530,7.942198763256368e+19,6.433180998237658e+16,760624827699617.4
1.65959,1.7378,1.69869,6.19617091631831e+18,4523204768912366,7.922479115609642e+19,5.783409754395038e+16,791157748095966.2
1.7378,1.8197,1.77875,6.35359075532208e+18,6099447125109197,7.757742069990321e+19,7.447432387190709e+16,808051060725688.2
1.8197,1.90546,1.86258,6.330901191934944e+18,6330901191934944,7.382114262983857e+19,7.382114262983858e+16,802142787655401
1.90546,1.99526,1.95036,5.519075063173137e+18,5408693561909674,6.145963322019077e+19,6.023044055578695e+16,696856528350215.6
1.99526,2.0893,2.04228,5.279955207166853e+18,5491153415453527,5.61458443977759e+19,5.839167817368694e+16,664600460954510.8
2.0893,2.18776,2.13853,5.362563979292109e+18,4987184500741661,5.446439142080156e+19,5.065188402134545e+16,673220168350526.4
2.18776,2.29087,2.23931,4.877039568956925e+18,5706136295679602,4.729938482161694e+19,5.534028024129182e+16,610990747544325.5
2.29087,2.39883,2.34485,4.865738759285424e+18,5595599573178238,4.506982918937969e+19,5.183030356778665e+16,608693633035166.6
2.39883,2.51189,2.45536,4.423482818665243e+18,4688891787785158,3.912509126716105e+19,4.147259674319071e+16,552970798373188.2
2.51189,2.63027,2.57108,3.946445008589201e+18,4735734010307041,3.333709248681543e+19,4.000451098417851e+16,493889847746361.6
2.63027,2.75423,2.69225,3.643536405902804e+18,4991644876086841,2.939283967330425e+19,4.026819035242682e+16,459037306042396.2
2.75423,2.88403,2.81913,3.375951994277774e+18,4490016152389440,2.600887514851908e+19,3.459180394753037e+16,430335812325397.6
2.88403,3.01995,2.95199,3.265494274842726e+18,4277797500043972,2.402511973839557e+19,3.147290685729819e+16,422853959617585.9
3.01995,3.16228,3.09111,3.108748673510667e+18,4414423116385148,2.184183709344952e+19,3.101540867269832e+16,410166635846542
3.16228,3.31131,3.23679,2.817903062211617e+18,4536823930160703,1.890829404959815e+19,3.044235341985303e+16,379587476751189.3
3.31131,3.46737,3.38934,2.561692746961533e+18,4124325322608068,1.641479397002139e+19,2.642781829173445e+16,352696590134001.8
3.46737,3.63078,3.54907,2.36125361303448e+18,3471042811160685,1.444987218061609e+19,2.124131210550566e+16,332361418927655.6
3.63078,3.80189,3.71634,2.248216201638104e+18,3372324302457156,1.313901117198354e+19,1.97085167579753e+16,323344709227726.8
3.80189,3.98107,3.89148,2.122104442346816e+18,3331703974484500,1.184342249328507e+19,1.859417331445757e+16,311463063394023.4
3.98107,4.16869,4.07488,1.991654110211476e+18,4122724008137755,1.06153614231504e+19,2.197379814592132e+16,297735887885790.3
4.16869,4.36516,4.26693,1.711317812186699e+18,4072936393004344,8.710326320490121e+18,2.073057664276649e+16,259908820841072.5
4.36516,4.57088,4.46802,1.540369247726646e+18,3126949572885092,7.487698073724724e+18,1.520002708966119e+16,236932685722180.9
4.57088,4.7863,4.67859,1.445045232553367e+18,2572180513944993,6.708036545136791e+18,1.194030505034349e+16,224271187837005.9
4.7863,5.01187,4.89909,1.328849164238434e+18,3255680452384162,5.891072235840015e+18,1.443312697780804e+16,207195642239209.4
5.01187,5.24807,5.12997,1.163338473174135e+18,2547711256251356,4.925226389390914e+18,1.07862457927661e+16,181307387039692.4
5.24807,5.49541,5.37174,1.010173660172488e+18,2909300141296764,4.084149996654362e+18,1.176235199036456e+16,156524146484414
5.49541,5.7544,5.6249,8.77637588457051e+17,2510043502987166,3.388692955160618e+18,9691661851759370,134685995088562.9
5.7544,6.0256,5.89,7.4084942220763e+17,2200322783956661,2.731745657107786e+18,8113284601610124,112369981076667.4
6.0256,6.30957,6.16758,6.271025955218893e+17,2119606772863986,2.208341006169275e+18,7464192600852151,93979921770439.12
6.30957,6.60693,6.45825,5.555996904369645e+17,1750139024876438,1.868441251133185e+18,5885589941069534,82395696571535.55
6.60693,6.91831,6.76262,4.922594583819468e+17,1708140320585356,1.580896198798726e+18,5485709809831578,72492319577731.58
6.91831,7.24436,7.08133,4.028555431131019e+17,1853135498320269,1.235563696099069e+18,5683593002055717,59219764837625.98
7.24436,7.58578,7.41507,2.900394575611357e+17,1421193342049565,8.495092776086236e+17,4162595460282256,42635800261486.95
7.58578,7.94328,7.76453,2.262990801052983e+17,1298956719804412,6.330044198749604e+17,3633445370082273,33265964775478.85
7.94328,8.317640000000001,8.130459999999999,1.87540674120413e+17,1290279837948441,5.00963441928658e+17,3446628480469168,27568479095700.71
8.317640000000001,8.70964,8.513640000000001,1.545030282065864e+17,1087701318574368,3.941403780780271e+17,2774748261669310,22711945146368.2
8.70964,9.12011,8.914870000000001,1.178376904721422e+17,860215140446638.4,2.870799095479382e+17,2095683339699949,17322140499404.91
9.12011,9.54993,9.33502,8.746899972444198e+16,858945577294020.4,2.035014650887397e+17,1998384387171424,12857942959492.97
9.54993,10,9.77496,6.928935349401687e+16,724073744012476.2,1.539523929478011e+17,1608802506304521,10185534963620.48
